rho,iter,conv,bound,wmax,xerr,xbar
10.0,35,0.019393522690614604,-108740.49980742592,188.35830961561356,9.200875117899074,89.2008751179 249.839196317 160.959928565
10.0,36,0.0309297833379654,-108740.49980742592,190.38906590530615,8.872011438132432,88.6689350538 250.203076384 161.127988562
10.0,37,0.10714653690768969,-108722.00612245919,194.16877553873064,8.609458703088393,88.2314877384 250.377970965 161.390541297
10.0,38,0.1018867684526131,-108722.00612245919,197.85454580634138,8.254761713275741,87.8861846849 250.368577028 161.745238287
10.0,39,0.043004151122039945,-108722.00612245919,200.24909937893938,7.8402009059759905,87.6007455465 250.23945536 162.159799094
10.0,40,0.004057840624091176,-108722.00612245919,200.98465727285657,7.407251154145172,87.333695362 250.073555792 162.592748846
10.0,41,0.002842458164560087,-108722.00612245919,200.36903204480126,7.051254557881279,87.0512545579 249.938437479 163.010307963
10.0,42,0.012894619007335337,-108722.00612245919,199.0578178968977,6.736033422917387,86.7360334229 249.868879859 163.395086719
10.0,43,0.013423982011351792,-108722.00612245919,197.7199598113492,6.387365876539192,86.3873658765 249.866215115 163.746419008
10.0,44,0.006206236848345192,-108722.00612245919,196.81029050259895,6.015956667249952,86.0159566672 249.909033791 164.075009542
10.0,45,0.0007727504121610384,-108722.00612245919,196.48930235728074,5.636522863023501,85.636522863 249.967901801 164.395575336
10.0,46,0.00023886790063243118,-108722.00612245919,196.667765388342,5.279397193031343,85.2615503238 250.017846869 164.720602807
10.0,47,0.0015318906031963652,-108722.00612245919,197.11970794958887,4.943071158141436,84.8978763506 250.045194808 165.056928842
10.0,48,0.0017541230317071133,-108722.00612245919,197.6033225359228,4.594654759117958,84.5462927436 250.048362016 165.405345241
10.0,49,0.000885067715731816,-108722.00612245919,197.94684695750306,4.23765025019739,84.2032972486 250.034353002 165.76234975
10.0,50,0.0001379519318832935,-108722.00612245919,198.08246993160338,3.8772551674396425,83.8636923294 250.013562838 166.122744833
10.0,51,1.741384396132742e-05,-108722.00612245919,198.0342843955006,3.522882773775791,83.5228827738 249.99518195 166.481935277
10.0,52,0.0001794057378226998,-108722.00612245919,197.8796210047321,3.1782066352981815,83.1782066353 249.98453423 166.837259135
10.0,53,0.00022731369173795233,-108722.00612245919,197.70552766062735,2.8291781683728487,82.8291781684 249.982591174 167.188230658
10.0,54,0.00012483773998446523,-108722.00612245919,197.57651203433483,2.476924317521238,82.4769243175 249.987098895 167.535976788
10.0,55,2.3485582226839853e-05,-108722.00612245919,197.52055302143646,2.1232715080143976,82.123271508 249.994404555 167.882323937
10.0,56,9.743749526008713e-07,-108722.00612245919,197.53195111955478,1.7710439777771967,81.7699037013 250.001140276 168.228956022
10.0,57,2.0674151470033858e-05,-108722.00612245919,197.58445401013574,1.423099402941915,81.4178487138 250.005250689 168.576900597
10.0,58,2.920276489233876e-05,-108722.00612245919,197.64685354378202,1.0735952315692714,81.0673548909 250.006240341 168.926404768
10.0,59,1.7427220899895646e-05,-108722.00612245919,197.69505757798726,0.7228854619154106,80.7180646752 250.004820787 169.277114538
10.0,60,3.854316994064792e-06,-108722.00612245919,197.7177271377431,0.37160916147831813,80.3693418245 250.002267338 169.628390839
10.0,61,3.108829624227705e-08,-108722.00612245919,197.71572362854698,0.020589922063123822,80.0205899221 249.999800035 169.979610036
10.0,62,0.03604555062576384,-108722.00612245919,197.15099799344983,0.27569056141317105,79.7807814924 249.943527947 170.275690561
10.0,63,0.0830978300761947,-108722.00612245919,195.63432239137057,0.4764758256312689,79.6751912757 249.848332899 170.476475826
10.0,64,0.09976977079301307,-108722.00612245919,193.27124032340294,0.5643841335842978,79.6719237205 249.763692145 170.564384134
10.0,65,0.08865631843099328,-108705.94759318176,190.57934311275517,0.5435770274325478,79.725612689 249.730810283 170.543577027
10.0,66,0.05776278587500325,-108440.75075658444,188.19770197109307,0.4356415975462369,79.8025225135 249.761835889 170.435641598
10.0,67,0.023310009786835416,-108440.75075658444,186.61583246204003,0.27308847072603726,79.8850984776 249.841813052 170.273088471
10.0,68,0.0028086004342924025,-108440.75075658444,186.04055792608733,0.09211278455569527,79.9654146666 249.942472549 170.092112785
10.0,69,0.0016459718206476136,-108440.75075658444,186.4043229542051,0.07405242072962892,80.0376759153 250.036376505 169.925947579
10.0,70,0.012073501377807043,-108440.75075658444,187.45608791953742,0.20018135881616672,80.0950048597 250.1051765 169.799818641
10.0,71,0.022241546955143018,-108440.75075658444,188.86982079262935,0.27192525510031373,80.1305519648 250.14137329 169.728074745
10.0,72,0.02462236873415184,-108440.75075658444,190.33045293569614,0.2863909756585201,80.1403277575 250.146063219 169.713609024
10.0,73,0.018857230610454093,-108406.3511717353,191.58564467413214,0.2507139963748273,80.1251946237 250.125519373 169.749286004
10.0,74,0.009636681044415726,-108406.3511717353,192.4689148078079,0.1791976565450284,80.0908704219 250.088327235 169.820802343
10.0,75,0.0024192843146991056,-108406.3511717353,192.90405592164916,0.08973463546305993,80.0462202872 250.043514348 169.910265365
10.0,76,1.0434563095773843e-06,-108406.3511717353,192.89801285389217,0.000830599548081068,80.0008305995 249.999395933 169.999773468
10.0,77,0.0016606966299220563,-108406.3511717353,192.52559546282896,0.0744011893076788,79.9628403189 249.962758492 170.074401189
10.0,78,0.00462723578025851,-108406.3511717353,191.90781730238683,0.12419067690530028,79.9375869229 249.9382224 170.124190677
10.0,79,0.006306301525403062,-108406.3511717353,191.186281638129,0.14498344613230074,79.9271701161 249.927846438 170.144983446
10.0,80,0.005725436315194097,-108406.3511717353,190.49734014146338,0.13814682967364433,79.9307473154 249.931105854 170.13814683
10.0,81,0.0035921649568965777,-108397.64657969969,189.95031600201202,0.1094251660654777,79.9452772433 249.94529759 170.109425166
10.0,82,0.0013569011621765267,-108397.64657969969,189.61325667323592,0.06725290887976598,79.9664530199 249.966294071 170.067252909
10.0,83,0.0001310647018844822,-108397.64657969969,189.50790823437416,0.02090053345813203,79.9896343067 249.98946516 170.020900533
10.0,84,0.0001349609242626876,-108397.64657969969,189.61350909338677,0.021209878371394097,80.0106497888 250.01056009 169.978790122
10.0,85,0.0008353020980338147,-108397.64657969969,189.87731786796388,0.05276692085101331,80.0263860391 250.026380881 169.947233079
10.0,86,0.0014813582209915594,-108397.64657969969,190.22886600241065,0.07026998409671137,80.0351151663 250.035154818 169.929730016
10.0,87,0.0016050193032594124,-108397.64657969969,190.59479797578348,0.07314422482244254,80.0365510225 250.036593202 169.926855775
10.0,88,0.0012039141235826666,-108393.21010213708,190.91165309936542,0.06334874356156206,80.0316632262 250.031685517 169.936651256
10.0,89,0.0005974823577378844,-108393.21010213708,191.1347961612708,0.04462777554994091,80.022313276 250.0223145 169.955372224
10.0,90,0.00013982178895056882,-108393.21010213708,191.24269001488528,0.021589065490502435,80.0107994837 250.010789582 169.978410935
10.0,91,4.380750138106336e-07,-108393.21010213708,191.23659568357397,0.0012079780235296766,79.9994012572 249.999390764 170.001207978
10.0,92,0.00012005174475068206,-108393.21010213708,191.13654677325968,0.0200041597963434,79.9900007258 249.989995114 170.02000416
10.0,93,0.0003136410308025151,-108393.21010213708,190.97487661029163,0.03233359607409625,79.9838334164 249.983832988 170.032333596
10.0,94,0.00041558275469877196,-108393.21010213708,190.78879230758957,0.03721917261071894,79.9813892524 249.981391574 170.037219173
10.0,95,0.0003693373179680001,-108393.21010213708,190.61336832244507,0.03508727327408678,79.9824551199 249.982457606 170.035087273
10.0,96,0.000226263182591879,-108392.38065545037,190.4760606994506,0.02746279524876627,79.9862679625 249.986269242 170.027462795
10.0,97,8.199220764595364e-05,-108392.38065545037,190.39340104930403,0.016531914812389914,79.9917340457 249.991734039 170.016531915
10.0,98,6.535968439844669e-06,-108392.38065545037,190.37005999336685,0.004667512753655956,79.997666588 249.997665899 170.004667513
10.0,99,1.0790381271541721e-05,-108392.38065545037,190.4000434196763,0.00599742349504595,80.0029990766 250.002998347 169.994002577
10.0,100,5.78397665167502e-05,-108392.38065545037,190.4694678021849,0.01388531668089854,80.0069428738 250.006942443 169.986114683
100.0,1,4449.382716049382,-115405.55555555555,6666.666666666669,58.333333333333314,57.2222222222 308.333333333 134.444444444
100.0,2,4219.626464197887,-115405.55555555555,228.55555555331102,56.60777777779754,58.71 306.607777778 134.682222222
100.0,3,1.0008770738863193e-20,-115405.55555555555,228.5555555446822,54.882222222283076,60.1977777777 304.882222222 134.92
100.0,4,2.0069901635213564e-19,-115405.55555555555,228.555555510849,53.15666666710155,61.6855555553 303.156666667 135.157777778
100.0,5,7.874162047777564e-16,-115405.55555555555,228.55555350650457,51.43111113190349,63.1733333182 301.431111132 135.39555555
100.0,6,0.02889918411898536,-115405.55555555555,218.74073677918227,49.80370376402834,64.6120369948 299.803703764 135.584259247
100.0,7,1.1086316042059476,-115405.55555555555,206.71604668041277,48.784197602822815,65.7467900512 298.784197603 135.469012346
100.0,8,0.5732638748645845,-115405.55555555555,244.5041140982371,48.250010362344085,66.5851645319 298.250010362 135.164825109
100.0,9,0.190951913173197,-113293.98485964359,219.27503628285785,47.84196851237539,67.1712482281 297.841968512 134.98678326
100.0,10,0.0730861466101953,-112945.44104587557,203.66668665722636,47.51196835444205,67.6012484865 297.511968354 134.886783159
100.0,11,1.65911166331961e-13,-112945.44104587557,203.66666444035127,47.18196833253563,68.0312484979 297.181968333 134.78678317
100.0,12,8.21620430737485e-16,-112945.44104587557,203.6666665239013,46.851968314808516,68.4612485155 296.851968315 134.68678317
100.0,13,1.3529404838879256e-16,-112945.44104587557,203.66666637719413,46.521968304784764,68.8912485246 296.521968305 134.586783171
100.0,14,2.800586565439002e-17,-112945.44104587557,203.6666664015686,46.19196829859504,69.32124853 296.191968299 134.486783171
100.0,15,1.1064342125560564e-17,-112945.44104587557,203.66666642567588,45.86196829477467,69.7512485332 295.861968295 134.386783172
100.0,16,4.001235110729618e-18,-112945.44104587557,203.6666664586337,45.53196829240858,70.181248535 295.531968292 134.286783173
100.0,17,1.6915473000551354e-18,-112945.44104587557,203.66666654293817,45.201968290667764,70.6112485367 295.201968291 134.186783173
100.0,18,8.22013546865668e-19,-112945.44104587557,203.6666665484804,44.87196828958491,71.0412485377 294.87196829 134.086783173
100.0,19,3.7881012255707085e-19,-112945.44104587557,203.66666659076054,44.54196828872102,71.4712485387 294.541968289 133.986783173
100.0,20,4.581234693677496e-19,-112945.44104587557,203.66666657187716,44.21196828823747,71.9012485392 294.211968288 133.886783173
100.0,21,4.3732686047205944e-20,-112945.44104587557,203.66666657431574,43.881968287899724,72.3312485396 293.881968288 133.786783172
100.0,22,2.743210145267094e-20,-112945.44104587557,203.6666665725195,43.55196828767549,72.7612485399 293.551968288 133.686783172
100.0,23,1.3557560113887664e-20,-112945.44104587557,203.66666657052997,43.22196828752482,73.1912485401 293.221968288 133.586783172
100.0,24,3.932384118386024e-21,-112945.44104587557,203.66666657521387,42.891968287390114,73.6212485403 292.891968287 133.486783172
100.0,25,2.5661557163682648e-20,-112945.44104587557,203.66666656809707,42.561968287313846,74.0512485403 292.561968287 133.386783172
100.0,26,2.564759182654889e-21,-112945.44104587557,203.6666665657608,42.23196828725918,74.4812485404 292.231968287 133.286783172
100.0,27,2.6046087836865708e-21,-112945.44104587557,203.66666656356097,41.901968287221166,74.9112485404 291.901968287 133.186783172
100.0,28,1.964795956302872e-21,-112945.44104587557,203.66666656614166,41.5719682872097,75.3412485404 291.571968287 133.086783172
100.0,29,4.098986896755692e-23,-112945.44104587557,203.66666656665325,41.24196828719812,75.7712485404 291.241968287 132.986783172
100.0,30,4.727332353622375e-16,-112945.44104587557,203.6666668493981,40.91196829001683,76.2012485284 290.91196829 132.886783182
100.0,31,3.3176551041364344e-17,-112945.44104587557,203.66666708621347,40.581968295195395,76.6312485133 290.581968295 132.786783192
100.0,32,6.854368741671797e-17,-112945.44104587557,203.666666988187,40.251968299378916,77.0612485027 290.251968299 132.686783198
100.0,33,3.299819721326958e-16,-112945.44104587557,203.66666653067705,39.921968298988986,77.4912485025 289.921968299 132.586783198
100.0,34,6.038370279346059e-19,-112945.44104587557,203.66666655877475,39.59196829889004,77.9212485025 289.591968299 132.486783199
100.0,35,7.111644566214576e-17,-112945.44104587557,203.66666680481012,39.261968301262186,78.3512484976 289.261968301 132.386783201
100.0,36,4.6104703599706985e-14,-112945.44104587557,203.6666729805463,38.93196836545013,78.7812483688 288.931968365 132.286783266
100.0,37,4.827207175886618e-14,-112945.44104587557,203.66666665148637,38.6019683663701,79.2112483668 288.601968366 132.186783267
100.0,38,7.513379652134726e-13,-112945.44104587557,203.66669162513654,38.27196861704107,79.6412478639 288.271968617 132.086783518
100.0,39,0.0016920640676689378,-112945.44104587557,204.85414829411775,38.00134166399681,80.0474982278 287.953843435 131.998658336
100.0,40,0.06862933694914293,-112945.44104587557,212.4166289877794,38.01384203856139,80.3024989781 287.711343061 131.986157961
100.0,41,0.10360198345296708,-112945.44104587557,221.70829118284723,37.933425791624984,80.3716664842 287.561759308 132.066574208
100.0,42,0.004602192402944511,-112258.32941431068,223.66664769339218,37.83342597951372,80.4016668593 287.43175912 132.16657402
100.0,43,2.0474893094701652e-13,-112258.32941431068,223.66666077803097,37.73342603616413,80.4316669739 287.301759063 132.266573964
100.0,44,1.7096224770190105e-15,-112258.32941431068,223.66666195276844,37.63342608156873,80.4616670639 287.171759017 132.366573918
100.0,45,2.293566460161143e-14,-112258.32941431068,223.66666636766604,37.533426082465695,80.4916670673 287.041759016 132.466573918
100.0,46,3.687816650132716e-13,-112258.32941431068,223.66664885410637,37.43342625920229,80.5216674207 286.911758839 132.566573741
100.0,47,3.735055770457839e-13,-112258.32941431068,223.66666652478693,37.33342625959369,80.5516674212 286.781758839 132.66657374
100.0,48,3.155612670508693e-13,-112258.32941431068,223.6666502925632,37.23342642183832,80.5816677461 286.651758676 132.766573578
100.0,49,3.1501414774038476e-13,-112258.32941431068,223.66666650967227,37.13342642254079,80.6116677468 286.521758675 132.866573577
100.0,50,1.0139411456400174e-19,-112258.32941431068,223.66666652428103,37.03342642270235,80.6416677478 286.391758675 132.966573577
100.0,51,1.9718334774187537e-19,-112258.32941431068,223.66666654533583,36.93342642298188,80.6716677484 286.261758675 133.066573577
100.0,52,3.038274733137488e-19,-112258.32941431068,223.66666654598953,36.833426423406735,80.7016677484 286.131758675 133.166573577
100.0,53,1.6340530390317287e-20,-112258.32941431068,223.66666654582468,36.73342642346074,80.7316677488 286.001758675 133.266573577
100.0,54,5.166929823213185e-20,-112258.32941431068,223.66666653439347,36.633426423693635,80.7616677491 285.871758674 133.366573576
100.0,55,3.4563285559479063e-20,-112258.32941431068,223.66666654221513,36.53342642377865,80.7916677495 285.741758674 133.466573576
100.0,56,1.6642904082193415e-20,-112258.32941431068,223.6666665468365,36.43342642397536,80.8216677497 285.611758674 133.566573576
100.0,57,9.777472076639383e-21,-112258.32941431068,223.6666665444434,36.333426424194045,80.8516677499 285.481758674 133.666573576
100.0,58,7.699062662296398e-14,-112258.32941431068,223.66665847868057,36.233426503903814,80.8816679103 285.351758594 133.766573496
100.0,59,8.365976236199068e-16,-112258.32941431068,223.6666593091402,36.13342657531487,80.9116680539 285.221758521 133.866573425
100.0,60,2.5244882724293464e-16,-112258.32941431068,223.6666597678268,36.03342664204931,80.9416681885 285.091758454 133.966573358
100.0,61,6.211301689119277e-17,-112258.32941431068,223.66665999457518,35.93342670655062,80.9716683185 284.961758388 134.066573293
100.0,62,1.8197555140746285e-18,-112258.32941431068,223.66666002134275,35.83342677073949,81.0016684476 284.831758323 134.166573229
100.0,63,1.781326869203324e-17,-112258.32941431068,223.66665989257535,35.73342683594308,81.0316685792 284.701758257 134.266573164
100.0,64,5.889217409411216e-18,-112258.32941431068,223.66665979327558,35.633426901610505,81.0616687122 284.571758189 134.366573098
100.0,65,5.2985733445472096e-14,-112258.32941431068,223.66666653302923,35.53342690182211,81.0916687123 284.44175819 134.466573098
100.0,66,1.8978868190494916e-21,-112258.32941431068,223.6666665291525,35.4334269020606,81.1216687124 284.31175819 134.566573098
100.0,67,2.5795909457053292e-21,-112258.32941431068,223.66666652546337,35.33342690231376,81.1516687125 284.18175819 134.666573098
100.0,68,3.0778382197462087e-21,-112258.32941431068,223.66666651961418,35.233426902620636,81.1816687126 284.05175819 134.766573097
100.0,69,2.176890437188688e-21,-112258.32941431068,223.6666665149246,35.133426902922395,81.2116687127 283.92175819 134.866573097
100.0,70,2.8121432025708443e-21,-112258.32941431068,223.66666650916636,35.0334269032723,81.2416687129 283.79175819 134.966573097
100.0,71,2.5153532558255842e-20,-112258.32941431068,223.66666650953584,34.93342690357636,81.2716687129 283.661758191 135.066573096
100.0,72,3.08893142598469e-19,-112258.32941431068,223.6666664556426,34.83342690418928,81.301668713 283.531758191 135.166573096
100.0,73,1.5120001701217332e-20,-112258.32941431068,223.666666445695,34.733426904863734,81.3316687131 283.401758192 135.266573095
100.0,74,7.981564899368727e-18,-112258.32941431068,223.6666663588212,34.63342690635298,81.3616687149 283.271758191 135.366573094
100.0,75,8.561145363336523e-18,-112258.32941431068,223.66666644203997,34.533426907028,81.391668715 283.141758192 135.466573093
100.0,76,2.405535689396052e-19,-112258.32941431068,223.666666484826,34.43342690748523,81.4216687151 283.011758192 135.566573093
100.0,77,8.92118430580471e-20,-112258.32941431068,223.66666647575948,34.333426908046135,81.4516687155 282.881758193 135.666573092
100.0,78,6.364054659341885e-20,-112258.32941431068,223.66666646748877,34.23342690869313,81.4816687159 282.751758193 135.766573091
100.0,79,5.190772341749358e-21,-112258.32941431068,223.66666646470912,34.13342690934422,81.5116687164 282.621758193 135.866573091
100.0,80,1.3066269228196286e-19,-112258.32941431068,223.66666645776854,34.0334269099622,81.5416687166 282.491758193 135.96657309
100.0,81,1.8635149839985017e-19,-112258.32941431068,223.66666645301075,33.93342691053769,81.5716687166 282.361758194 136.066573089
100.0,82,1.0441902792888759e-14,-112258.32941431068,223.66666331724923,33.83342693999691,81.6016687757 282.231758164 136.16657306
100.0,83,1.0409563023725791e-14,-112258.32941431068,223.6666663487258,33.73342694113171,81.6316687758 282.101758165 136.266573059
100.0,84,5.709936166009381e-19,-112258.32941431068,223.66666631238013,33.63342694255422,81.6616687763 281.971758166 136.366573057
100.0,85,2.7617996857440443e-16,-112258.32941431068,223.66666580311426,33.53342694874232,81.6916687865 281.841758162 136.466573051
100.0,86,2.7239225260005874e-16,-112258.32941431068,223.66666627480095,33.433426950344256,81.7216687871 281.711758163 136.56657305
100.0,87,3.0565065111807215e-15,-112258.32941431068,223.66666465648586,33.333426967961,81.7516688196 281.581758148 136.666573032
100.0,88,1.3241127662753388e-15,-112258.32941431068,223.66666568917162,33.233426975133,81.7816688311 281.451758144 136.766573025
100.0,89,8.92884260550621e-18,-112258.32941431068,223.66666575745194,33.133426981581664,81.8116688409 281.321758141 136.866573018
100.0,90,6.442689057631907e-17,-112258.32941431068,223.66666628759072,33.033426984279856,81.8416688465 281.191758138 136.966573016
100.0,91,4.614850990660956e-17,-112258.32941431068,223.6666660916344,32.93342698715654,81.8716688487 281.061758139 137.066573013
100.0,92,1.3267076099984277e-17,-112258.32941431068,223.66666645772875,32.833426988258,81.9016688509 280.931758137 137.166573012
100.0,93,8.759064056871499e-18,-112258.32941431068,223.66666658096528,32.73342698819238,81.9316688507 280.801758137 137.266573012
100.0,94,1.8303650873710184e-18,-112258.32941431068,223.66666664003128,32.6334269875226,81.9616688494 280.671758138 137.366573012
100.0,95,2.6829794782042187e-17,-112258.32941431068,223.66666652347385,32.533426987923065,81.9916688503 280.541758138 137.466573012
100.0,96,2.7964753753394626e-17,-112258.32941431068,223.66666669362894,32.43342698656832,82.0216688477 280.411758139 137.566573013
100.0,97,8.102852037387817e-15,-112258.32941431068,223.66666385114536,32.333427012358186,82.0516689007 280.281758112 137.666572988
100.0,98,1.9447588142076705e-16,-112258.32941431068,223.666664192996,32.233427034734916,82.0816689469 280.151758088 137.766572965
100.0,99,1.7976662724577365e-16,-112258.32941431068,223.66666418441832,32.13342705662518,82.1116689927 280.021758064 137.866572943
100.0,100,1.0106895226300772e-17,-112258.32941431068,223.66666413689154,32.03342707885645,82.1416690393 279.89175804 137.966572921
1000.0,1,4449.382716049382,-115405.55555555555,66666.66666666669,58.333333333333314,57.2222222222 308.333333333 134.444444444
1000.0,2,4426.04515352543,-115405.55555555555,228.55555568861018,58.16077777786154,57.3709999997 308.160777778 134.468222222
1000.0,3,2.523685764271864e-20,-115405.55555555555,228.55555556105355,57.988222222299555,57.5197777775 307.988222222 134.492
1000.0,4,7.720194190921398e-23,-115405.55555555555,228.5555555633273,57.81566666673746,57.6685555553 307.815666667 134.515777778
1000.0,5,3.1373709227268875e-23,-115405.55555555555,228.55555556429363,57.64311111117439,57.8173333331 307.643111111 134.539555556
1000.0,6,3.2884789078179784e-21,-115405.55555555555,228.5555555408173,57.470555555599276,57.9661111109 307.470555556 134.563333333
1000.0,7,7.18430814923318e-20,-115405.55555555555,228.55555548835082,57.29800000009925,58.1148888885 307.298 134.587111111
1000.0,8,3.127093307955919e-20,-115405.55555555555,228.55555555815454,57.12544444457069,58.2636666662 307.125444445 134.610888889
1000.0,9,2.695923619687773e-21,-115405.55555555555,228.55555557338857,56.95288888907271,58.4124444438 306.952888889 134.634666667
1000.0,10,4.5766209282133e-21,-115405.55555555555,228.55555559027107,56.7803333336073,58.5612222214 306.780333334 134.658444445
1000.0,11,4.055700100438588e-22,-115405.55555555555,228.55555559970708,56.60777777813763,58.709999999 306.607777778 134.682222223
1000.0,12,2.731410164422761e-20,-115405.55555555555,228.55555546794403,56.43522222259725,58.8587777766 306.435222223 134.706000001
1000.0,13,5.4976054916698795e-21,-115405.55555555555,228.55555544873096,56.262666667073745,59.0075555543 306.262666667 134.729777779
1000.0,14,2.5451380536186055e-20,-115405.55555555555,228.5555554298021,56.09011111150551,59.1563333319 306.090111112 134.753555557
1000.0,15,6.78409823657376e-20,-115405.55555555555,228.5555555324613,55.91755555598837,59.3051111096 305.917555556 134.777333334
1000.0,16,1.1621285816991695e-20,-115405.55555555555,228.55555556042827,55.74500000043946,59.4538888873 305.745 134.801111112
1000.0,17,2.7169800043586445e-24,-115405.55555555555,228.5555555596893,55.572444444897144,59.6026666651 305.572444445 134.82488889
1000.0,18,1.1524343406327005e-19,-115405.55555555555,228.5555554634534,55.39988888944691,59.7514444427 305.399888889 134.848666668
1000.0,19,3.688191892801465e-23,-115405.55555555555,228.5555554608386,55.22733333400623,59.9002222203 305.227333334 134.872444446
1000.0,20,1.4298033645919546e-22,-115405.55555555555,228.5555554560069,55.05477777856629,60.0489999978 305.054777779 134.896222224
1000.0,21,1.499618438228228e-22,-115405.55555555555,228.55555545515426,54.88222222311788,60.1977777754 304.882222223 134.920000001
1000.0,22,9.440961095940234e-23,-115405.55555555555,228.55555545003836,54.70966666767799,60.346555553 304.709666668 134.943777779
1000.0,23,2.1800742882166765e-22,-115405.55555555555,228.5555554465709,54.53711111222765,60.4953333305 304.537111112 134.967555557
1000.0,24,2.574016194009506e-22,-115405.55555555555,228.55555544821937,54.364555556779806,60.6441111081 304.364555557 134.991333335
1000.0,25,5.202819976955188e-23,-115405.55555555555,228.55555545072048,54.192000001331735,60.7928888857 304.192000001 135.015111113
1000.0,26,1.0951215146219268e-21,-115405.55555555555,228.5555554445814,54.019444445892645,60.9416666632 304.019444446 135.038888891
1000.0,27,1.424530822269333e-19,-115405.55555555555,228.5555555516744,53.84688889034368,61.090444441 303.84688889 135.062666669
1000.0,28,3.265786234620158e-20,-115405.55555555555,228.55555549795736,53.6743333348511,61.2392222186 303.674333335 135.086444447
1000.0,29,6.776436176593207e-22,-115405.55555555555,228.55555549642258,53.50177777935494,61.3879999963 303.501777779 135.110222224
1000.0,30,9.951117906145059e-22,-115405.55555555555,228.55555548306438,53.329222223884585,61.5367777739 303.329222224 135.134000002
1000.0,31,1.341462605726824e-21,-115405.55555555555,228.55555546913774,53.15666666841025,61.6855555515 303.156666668 135.15777778
1000.0,32,1.9195273731015265e-21,-115405.55555555555,228.5555554549269,52.98411111294729,61.8343333291 302.984111113 135.181555558
1000.0,33,2.475667807164145e-18,-115405.55555555555,228.55555453468878,52.811555558406894,61.9831111061 302.811555558 135.205333336
1000.0,34,4.980504806342775e-19,-115405.55555555555,228.55555491013956,52.639000003488036,62.1318888832 302.639000003 135.229111113
1000.0,35,9.517334387725764e-19,-115405.55555555555,228.5555553826789,52.4664444480934,62.2806666606 302.466444448 135.252888891
1000.0,36,1.8426464887454953e-20,-115405.55555555555,228.55555533061033,52.293888892749635,62.429444438 302.293888893 135.276666669
1000.0,37,6.431074894127429e-19,-115405.55555555555,228.5555550831141,52.12133333764143,62.578222215 302.121333338 135.300444447
1000.0,38,1.5049664842919038e-18,-115405.55555555555,228.55555545816696,51.948777782160846,62.7269999926 301.948777782 135.324222225
1000.0,39,2.3396965917343568e-18,-115405.55555555555,228.55555500376067,51.776222227149105,62.8757777693 301.776222227 135.348000004
1000.0,40,4.044583594703967e-17,-115405.55555555555,228.55555128546212,51.60366667589733,63.0245555439 301.603666676 135.37177778
1000.0,41,4.202001137449004e-17,-115405.55555555555,228.55555496891566,51.431111121018034,63.1733333204 301.431111121 135.395555559
1000.0,42,5.139820594462865e-17,-115405.55555555555,228.5555518211545,51.258555569367104,63.3221110958 301.258555569 135.419333335
1000.0,43,5.351537391378945e-18,-115405.55555555555,228.5555505843554,51.08600001909201,63.4708888705 301.086000019 135.44311111
1000.0,44,7.549058959683909e-17,-115405.55555555555,228.55555539796978,50.913444463665655,63.6196666481 300.913444464 135.466888888
1000.0,45,1.91073955452088e-16,-115405.55555555555,228.5555472805022,50.74088891637405,63.7684444214 300.740888916 135.490666662
1000.0,46,8.315133857291592e-16,-115405.55555555555,228.55553063254274,50.56833338575984,63.9172221865 300.568333386 135.514444428
1000.0,47,1.8120704622957274e-15,-115405.55555555555,228.55555510659042,50.39577783056711,64.0659999639 300.395777831 135.538222206
1000.0,48,6.375651265029092e-19,-115405.55555555555,228.55555470152422,50.22322227557572,64.2147777409 300.223222276 135.561999984
1000.0,49,7.298062865878253e-16,-115405.55555555555,228.55556164472046,50.050666713823375,64.3635555054 300.050666714 135.585777749
1000.0,50,0.0049522955392143735,-115405.55555555555,187.92595196890215,49.91874078312787,64.4920184865 299.918740783 135.58924073
1000.0,51,0.015149287286935723,-115405.55555555555,247.802379062196,49.85787650633938,64.5849506008 299.857876506 135.557172845
1000.0,52,4.4797090848572377e-05,-112978.07846840251,251.66662239462585,49.80087650450537,64.6759506276 299.800876505 135.523172873
1000.0,53,7.965721397649405e-16,-112978.07846840251,251.6666384119644,49.74387649963876,64.7669506269 299.7438765 135.489172873
1000.0,54,1.529813729408549e-17,-112978.07846840251,251.6666386158049,49.68687649715292,64.8579506264 299.686876497 135.455172873
1000.0,55,8.444212350032505e-19,-112978.07846840251,251.6666390075129,49.6298764971765,64.9489506278 299.629876497 135.421172875
1000.0,56,3.527088363682401e-19,-112978.07846840251,251.66663936494433,49.572876496628226,65.039950628 299.572876497 135.387172875
1000.0,57,2.3640515598176556e-19,-112978.07846840251,251.66663971953358,49.515876496320345,65.1309506279 299.515876496 135.353172876
1000.0,58,2.203222525684254e-19,-112978.07846840251,251.66663974022458,49.45887649592237,65.2219506273 299.458876496 135.319172876
1000.0,59,6.875714827227702e-20,-112978.07846840251,251.66663985595778,49.40187649609777,65.312950627 299.401876496 135.285172877
1000.0,60,3.904019201223367e-20,-112978.07846840251,251.66663995571798,49.34487649627704,65.4039506264 299.344876496 135.251172877
1000.0,61,2.4302050553299325e-20,-112978.07846840251,251.66663999914635,49.287876496525485,65.4949506257 299.287876497 135.217172878
1000.0,62,5.519008998699693e-20,-112978.07846840251,251.66663980241128,49.23087649669219,65.5859506249 299.230876497 135.183172878
